Date;Pair;Side;Price;Quantity;Amount;Fee;RealizedProfit
21/02/2021 12:05;ZRXUSDT;BUY;1.605;50.7;81.3735000000 USDT;-0.0081373500 USDT;-1.8815
21/02/2021 12:08;KNCUSDT;BUY;2.211;32;70.7520000000 USDT;-0.0070752000 USDT;-2.346
21/02/2021 12:12;COMPUSDT;BUY;467.88;0.161;75.3286800000 USDT;-0.0075328600 USDT;-1.13046
21/02/2021 12:49;TRXUSDT;BUY;0.05954;1168;69.5427200000 USDT;-0.0069542700 USDT;-0.2352
21/02/2021 12:51;FTMUSDT;BUY;0.2861;304;86.9744000000 USDT;-0.0086974400 USDT;-17.1084
21/02/2021 14:05;ONTUSDT;BUY;1.491;123.1;183.5421000000 USDT;-0.0183542100 USDT;-2.16433
21/02/2021 14:09;BATUSDT;BUY;0.599;185.2;110.9348000000 USDT;-0.0110934800 USDT;0.01852
21/02/2021 14:09;LTCUSDT;BUY;226.23;0.341;77.1444300000 USDT;-0.0077144400 USDT;-0.80562
21/02/2021 14:10;XLMUSDT;BUY;0.4948;214;105.8872000000 USDT;-0.0105887200 USDT;-0.2484
21/02/2021 14:10;MKRUSDT;BUY;2651.41;0.038;100.7535800000 USDT;-0.0100753500 USDT;3.0411
21/02/2021 14:10;XRPUSDT;BUY;0.5391;203.5;109.7068500000 USDT;-0.0109706800 USDT;-0.81607
21/02/2021 14:10;LINKUSDT;BUY;34.19;2.61;89.2359000000 USDT;-0.0089235900 USDT;0.143
21/02/2021 14:14;IOTAUSDT;BUY;1.413;53.7;75.8781000000 USDT;-0.0075878100 USDT;0.66
21/02/2021 14:14;KAVAUSDT;BUY;4.762;22.9;109.0498000000 USDT;-0.0109049800 USDT;-0.092
21/02/2021 14:14;QTUMUSDT;BUY;7.041;21.8;153.4938000000 USDT;-0.0153493800 USDT;0.918
21/02/2021 14:14;SNXUSDT;BUY;23.02;3.6;82.8720000000 USDT;-0.0082872000 USDT;0.774
21/02/2021 14:15;ETCUSDT;BUY;15.66;5.09;79.7094000000 USDT;-0.0079709300 USDT;0.97712
21/02/2021 14:15;ETHUSDT;BUY;1947.92;0.042;81.8126400000 USDT;-0.0081812600 USDT;-0.10731
21/02/2021 14:15;THETAUSDT;BUY;3.571;26;92.8460000000 USDT;-0.0092846000 USDT;0.768
21/02/2021 14:15;WAVESUSDT;BUY;12.39;5.7;70.6230000000 USDT;-0.0070623000 USDT;0.77112
21/02/2021 14:17;SXPUSDT;BUY;3.299;30.7;101.2793000000 USDT;-0.0101279300 USDT;0.37026
21/02/2021 16:00;LTCUSDT;SELL;230.51;0.334;76.9903400000 USDT;-0.0230971000 USDT;0.71476
21/02/2021 16:01;ZECUSDT;BUY;164.16;0.427;70.0963200000 USDT;-0.0070096300 USDT;-0.78246
21/02/2021 16:01;IOSTUSDT;BUY;0.051849;2041;105.8238090000 USDT;-0.0317471400 USDT;-11.618
21/02/2021 16:01;ZECUSDT;BUY;164.16;0.207;33.9811200000 USDT;-0.0033981100 USDT;0
21/02/2021 16:01;THETAUSDT;SELL;3.5925;26.4;94.8420000000 USDT;-0.0284526000 USDT;0.2838
21/02/2021 16:01;QTUMUSDT;SELL;7.131;22;156.8820000000 USDT;-0.0156882000 USDT;0.99
21/02/2021 16:01;DOGEUSDT;BUY;0.05538;1784;98.7979200000 USDT;-0.0098797900 USDT;-0.4149
21/02/2021 16:02;NEOUSDT;BUY;51.77;1.97;101.9869000000 USDT;-0.0101986900 USDT;-2.82672
21/02/2021 16:04;XTZUSDT;BUY;4.726;14.3;67.5818000000 USDT;-0.0067581800 USDT;-0.1296
21/02/2021 16:04;ATOMUSDT;BUY;21.6;0.87;18.7920000000 USDT;-0.0018792000 USDT;0
21/02/2021 16:04;ATOMUSDT;BUY;21.6;5.46;117.9360000000 USDT;-0.0117936000 USDT;1.848
21/02/2021 16:05;ENJUSDT;BUY;0.5666;151;85.5566000000 USDT;-0.0085556600 USDT;-0.18164
21/02/2021 16:06;ALGOUSDT;BUY;1.338;96.6;129.2508000000 USDT;-0.0129250800 USDT;-0.8036
21/02/2021 18:00;DOGEUSDT;SELL;0.055161;1768;97.5246480000 USDT;-0.0292573900 USDT;-0.193596
21/02/2021 18:00;RENUSDT;SELL;1.42069;34;48.3034600000 USDT;-0.0144910300 USDT;-1.55227
21/02/2021 18:02;VETUSDT;BUY;0.05527;2497;138.0091900000 USDT;-0.0138009100 USDT;-0.54306
21/02/2021 18:07;IOTAUSDT;SELL;1.401;54.6;76.4946000000 USDT;-0.0076494600 USDT;-0.3276
21/02/2021 18:09;TOMOUSDT;SELL;2.005;18;36.0900000000 USDT;-0.0036090000 USDT;0.954
21/02/2021 20:01;XTZUSDT;SELL;4.78;14.2;67.8760000000 USDT;-0.0203628000 USDT;0.3834
21/02/2021 20:01;LRCUSDT;BUY;0.77507;110;85.2577000000 USDT;-0.0255773100 USDT;-3.4842
21/02/2021 20:01;RENUSDT;BUY;1.41628;34;48.1535200000 USDT;-0.0144460500 USDT;0.07497
21/02/2021 20:01;MATICUSDT;SELL;0.1734;1074;186.2316000000 USDT;-0.0186231600 USDT;8.7531
21/02/2021 20:02;WAVESUSDT;SELL;12.53;5.8;72.6740000000 USDT;-0.0072674000 USDT;0.406
21/02/2021 20:03;ADAUSDT;BUY;1.114;123;137.0220000000 USDT;-0.0137022000 USDT;0.915
21/02/2021 20:08;TOMOUSDT;BUY;2.017;18;36.3060000000 USDT;-0.0036306000 USDT;-0.108
21/02/2021 20:08;QTUMUSDT;BUY;7.195;21.8;156.8510000000 USDT;-0.0156851000 USDT;-0.704
21/02/2021 20:18;NEOUSDT;SELL;52.43;1.86;97.5198000000 USDT;-0.0097519800 USDT;0.6138
21/02/2021 22:00;ONTUSDT;SELL;1.363;120;163.5600000000 USDT;-0.0163560000 USDT;-7.68
21/02/2021 22:00;ZILUSDT;BUY;0.1338;528;70.6464000000 USDT;-0.0070646400 USDT;0.1386
21/02/2021 22:00;NEOUSDT;BUY;50.97;1.91;97.3527000000 USDT;-0.0292058100 USDT;1.3578
21/02/2021 22:00;ZILUSDT;BUY;0.1338;422;56.4636000000 USDT;-0.0169390700 USDT;1.3926
21/02/2021 22:00;ZECUSDT;SELL;159.17;0.624;99.3220800000 USDT;-0.0297966200 USDT;-1.55688
21/02/2021 22:00;WAVESUSDT;BUY;12.15;6;72.9000000000 USDT;-0.0072900000 USDT;1.102
21/02/2021 22:00;RENUSDT;SELL;1.33772;34;45.4824800000 USDT;-0.0136447400 USDT;-1.33552
21/02/2021 22:01;ETHUSDT;SELL;1921.5;0.042;80.7030000000 USDT;-0.0080703000 USDT;-0.55482
21/02/2021 22:27;DOGEUSDT;BUY;0.05659;1723;97.5045700000 USDT;-0.0097504500 USDT;-1.263236
21/02/2021 22:30;XTZUSDT;BUY;4.589;14.8;67.9172000000 USDT;-0.0067917200 USDT;1.3561
22/02/2021 00:00;LINKUSDT;SELL;34.225;2.62;89.6695000000 USDT;-0.0269008500 USDT;0.04585
22/02/2021 00:00;ETCUSDT;SELL;15.74;5.22;82.1628000000 USDT;-0.0246488400 USDT;0.2088
22/02/2021 00:00;VETUSDT;SELL;0.054934;1258;69.1069720000 USDT;-0.0207320900 USDT;-0.007056
22/02/2021 00:00;VETUSDT;SELL;0.054938;1216;66.8046080000 USDT;-0.0200413800 USDT;-0.403712
22/02/2021 00:00;DASHUSDT;SELL;303.29;0.308;93.4133200000 USDT;-0.0280239900 USDT;-0.9702
22/02/2021 00:00;TRXUSDT;SELL;0.05968;1160;69.2288000000 USDT;-0.0207686400 USDT;0.0812
22/02/2021 00:00;NEOUSDT;SELL;55.221;1.96;108.2331600000 USDT;-0.0324699400 USDT;4.16598
22/02/2021 00:00;QTUMUSDT;SELL;7.137;5.8;41.3946000000 USDT;-0.0124183800 USDT;-0.3364
22/02/2021 00:00;ZRXUSDT;SELL;1.7302;48.4;83.7416800000 USDT;-0.0251225000 USDT;3.02984
22/02/2021 00:00;QTUMUSDT;SELL;7.137;1.1;7.8507000000 USDT;-0.0023552100 USDT;0
22/02/2021 00:00;QTUMUSDT;SELL;7.137;14.7;104.9139000000 USDT;-0.0314741700 USDT;-0.29
22/02/2021 00:00;XRPUSDT;SELL;0.5468;200.4;109.5787200000 USDT;-0.0328736100 USDT;0.77154
22/02/2021 00:00;COMPUSDT;SELL;455.19;0.156;71.0096400000 USDT;-0.0213028900 USDT;-0.98982
22/02/2021 00:00;BCHUSDT;SELL;710.21;0.106;75.2822600000 USDT;-0.0225846700 USDT;1.05735
22/02/2021 00:00;WAVESUSDT;SELL;12.3818;0.3;3.7145400000 USDT;-0.0011143600 USDT;0.06954
22/02/2021 00:00;WAVESUSDT;SELL;12.3818;5.9;73.0526200000 USDT;-0.0219157800 USDT;0.64904
22/02/2021 00:00;MKRUSDT;SELL;2622.46;0.041;107.5208600000 USDT;-0.0322562500 USDT;-0.579
22/02/2021 00:00;FTMUSDT;SELL;0.347381;53;18.4111930000 USDT;-0.0055233500 USDT;3.247893
22/02/2021 00:00;STORJUSDT;SELL;0.8465;64;54.1760000000 USDT;-0.0162528000 USDT;-0.7072
22/02/2021 00:00;FTMUSDT;SELL;0.347364;124;43.0731360000 USDT;-0.0129219400 USDT;1.960448
22/02/2021 00:00;FTMUSDT;SELL;0.347381;7;2.4316670000 USDT;-0.0007295000 USDT;0.428967
22/02/2021 00:02;EOSUSDT;BUY;5.101;19.3;98.4493000000 USDT;-0.0098449300 USDT;-1.1088
22/02/2021 00:04;ZECUSDT;BUY;161.87;0.614;99.3881800000 USDT;-0.0099388100 USDT;-0.8424
22/02/2021 02:00;VETUSDT;BUY;0.053558;2532;135.6088560000 USDT;-0.0406826500 USDT;1.702112
22/02/2021 02:00;IOSTUSDT;SELL;0.066641;1575;104.9595750000 USDT;-0.0314878700 USDT;11.61172
22/02/2021 02:01;RLCUSDT;BUY;2.1482;43.7;93.8763400000 USDT;-0.0281629000 USDT;0.27904
22/02/2021 02:01;BCHUSDT;BUY;693.4;0.108;74.8872000000 USDT;-0.0224661600 USDT;0.89093
22/02/2021 02:01;FTMUSDT;BUY;0.383792;166;63.7094720000 USDT;-0.0191128400 USDT;-3.351376
22/02/2021 02:01;THETAUSDT;BUY;3.511;26.9;94.4459000000 USDT;-0.0094445800 USDT;1.0758
22/02/2021 02:01;KNCUSDT;SELL;2.141;30;64.2300000000 USDT;-0.0064230000 USDT;-1.05
22/02/2021 02:01;ZECUSDT;SELL;157.15;0.604;94.9186000000 USDT;-0.0094918600 USDT;-1.42544
22/02/2021 02:02;LTCUSDT;BUY;224.47;0.342;76.7687400000 USDT;-0.0076768700 USDT;1.00868
22/02/2021 02:09;XTZUSDT;SELL;4.585;15.4;70.6090000000 USDT;-0.0070609000 USDT;-0.0308
22/02/2021 02:09;SNXUSDT;SELL;22.43;3.6;80.7480000000 USDT;-0.0080748000 USDT;-1.062
22/02/2021 02:09;ZILUSDT;SELL;0.1351;971;131.1821000000 USDT;-0.0131182100 USDT;0.6318
22/02/2021 02:27;ENJUSDT;SELL;0.5713;150;85.6950000000 USDT;-0.0085695000 USDT;0.3525
22/02/2021 02:27;ADAUSDT;SELL;1.078;124;133.6720000000 USDT;-0.0133672000 USDT;-2.232
22/02/2021 02:30;ALGOUSDT;SELL;1.281;95.2;121.9512000000 USDT;-0.0121951200 USDT;-2.7132
22/02/2021 02:30;KAVAUSDT;SELL;4.689;22.8;106.9092000000 USDT;-0.0106909200 USDT;-0.8322
22/02/2021 04:00;ETHUSDT;BUY;1863.06;0.043;80.1115800000 USDT;-0.0240334700 USDT;1.22724
22/02/2021 04:00;XRPUSDT;BUY;0.5218;205;106.9690000000 USDT;-0.0320907000 USDT;2.405
22/02/2021 04:00;QTUMUSDT;BUY;6.777;2.6;17.6202000000 USDT;-0.0052860600 USDT;0
22/02/2021 04:00;NEOUSDT;BUY;51.179;2.1;107.4759000000 USDT;-0.0322427600 USDT;3.96116
22/02/2021 04:00;XRPUSDT;BUY;0.5218;4;2.0872000000 USDT;-0.0006261500 USDT;0.1
22/02/2021 04:00;QTUMUSDT;BUY;6.776;20.1;136.1976000000 USDT;-0.0408592800 USDT;3.8988
22/02/2021 04:01;ZRXUSDT;BUY;1.7719;47.1;83.4564900000 USDT;-0.0250369400 USDT;-1.00914
22/02/2021 04:01;STORJUSDT;BUY;0.8076;67;54.1092000000 USDT;-0.0162327600 USDT;1.2448
22/02/2021 04:01;SNXUSDT;BUY;21.72;3.1;67.3320000000 USDT;-0.0067332000 USDT;1.278
22/02/2021 04:01;SNXUSDT;BUY;21.72;0.7;15.2040000000 USDT;-0.0015204000 USDT;0
22/02/2021 04:06;TOMOUSDT;SELL;1.936;17;32.9120000000 USDT;-0.0032912000 USDT;-0.729
22/02/2021 04:06;BATUSDT;SELL;0.5782;185.1;107.0248200000 USDT;-0.0107024800 USDT;-1.92608
22/02/2021 04:06;VETUSDT;SELL;0.05191;2592;134.5507200000 USDT;-0.0134550700 USDT;-2.13416
22/02/2021 04:07;XLMUSDT;SELL;0.4761;212;100.9332000000 USDT;-0.0100933100 USDT;-1.9822
22/02/2021 04:07;BCHUSDT;SELL;676.76;0.017;11.5049200000 USDT;-0.0011504900 USDT;0
22/02/2021 04:07;BCHUSDT;SELL;676.76;0.093;62.9386800000 USDT;-0.0062938600 USDT;-0.9152
22/02/2021 04:09;SXPUSDT;SELL;2.906;30.9;89.7954000000 USDT;-0.0089795300 USDT;-6.0522
22/02/2021 04:09;RLCUSDT;SELL;2.095;43.9;91.9705000000 USDT;-0.0091970500 USDT;-1.16508
22/02/2021 04:10;BNBUSDT;SELL;275.68;0.14;38.5952000000 USDT;-0.0038595200 USDT;-0.9625
22/02/2021 06:00;ZECUSDT;BUY;152.92;0.619;94.6574800000 USDT;-0.0283972400 USDT;1.27746
22/02/2021 06:00;ALGOUSDT;BUY;1.2439;98;121.9022000000 USDT;-0.0365706600 USDT;1.76596
22/02/2021 06:00;IOTAUSDT;BUY;1.3248;39.7;52.5945600000 USDT;-0.0157783600 USDT;2.08026
22/02/2021 06:00;IOTAUSDT;BUY;1.3248;17.9;23.7139200000 USDT;-0.0071141700 USDT;0
22/02/2021 06:01;KAVAUSDT;BUY;4.4388;16.6;73.6840800000 USDT;-0.0221052200 USDT;0.97578
22/02/2021 06:01;KAVAUSDT;BUY;4.4383;7.5;33.2872500000 USDT;-0.0099861700 USDT;1.88025
22/02/2021 06:01;TOMOUSDT;BUY;1.9411;16;31.0576000000 USDT;-0.0093172800 USDT;-0.0408
22/02/2021 06:01;STORJUSDT;SELL;0.7955;70;55.6850000000 USDT;-0.0167055000 USDT;-0.4235
22/02/2021 06:01;FTMUSDT;SELL;0.360765;148;53.3932200000 USDT;-0.0160179600 USDT;-1.703998
22/02/2021 06:01;XTZUSDT;BUY;4.415;16;70.6400000000 USDT;-0.0070640000 USDT;1.309
22/02/2021 06:01;WAVESUSDT;BUY;11.57;6.7;77.5190000000 USDT;-0.0077519000 USDT;2.51658
22/02/2021 06:01;IOSTUSDT;BUY;0.06193;782;48.4292600000 USDT;-0.0048429200 USDT;3.684002
22/02/2021 06:01;IOSTUSDT;BUY;0.06193;898;55.6131400000 USDT;-0.0055613100 USDT;0.037688
22/02/2021 06:01;ZILUSDT;BUY;0.1287;999;128.5713000000 USDT;-0.0128571300 USDT;3.104
22/02/2021 06:01;ZILUSDT;BUY;0.1287;19;2.4453000000 USDT;-0.0002445300 USDT;0
22/02/2021 06:02;ETHUSDT;SELL;1868.57;0.044;82.2170800000 USDT;-0.0082217000 USDT;0.12122
22/02/2021 06:02;LTCUSDT;SELL;218.74;0.35;76.5590000000 USDT;-0.0076559000 USDT;-1.00275
22/02/2021 06:02;OMGUSDT;SELL;5.97;13.8;82.3860000000 USDT;-0.0082386000 USDT;-3.2223
22/02/2021 06:03;BANDUSDT;SELL;16.77;5.4;90.5580000000 USDT;-0.0090557900 USDT;-0.027
22/02/2021 06:05;ATOMUSDT;SELL;20.55;6.5;133.5750000000 USDT;-0.0133575000 USDT;-3.4125
22/02/2021 08:00;ZECUSDT;SELL;157.3;0.635;99.8855000000 USDT;-0.0299656500 USDT;1.38846
22/02/2021 08:00;XTZUSDT;SELL;4.555;16.6;75.6130000000 USDT;-0.0226839000 USDT;1.162
22/02/2021 08:00;ALGOUSDT;SELL;1.2693;100.8;127.9454400000 USDT;-0.0383836300 USDT;1.28016
22/02/2021 08:00;SNXUSDT;SELL;22.154;4;88.6160000000 USDT;-0.0265848000 USDT;0.868
22/02/2021 08:00;TOMOUSDT;SELL;1.995;14;27.9300000000 USDT;-0.0083789900 USDT;0.4312
22/02/2021 08:00;TOMOUSDT;SELL;1.9949;2;3.9898000000 USDT;-0.0011969400 USDT;0
22/02/2021 08:00;IOTAUSDT;SELL;1.374;60.7;83.4018000000 USDT;-0.0083401800 USDT;1.49076
22/02/2021 08:01;THETAUSDT;SELL;3.474;27.5;95.5350000000 USDT;-0.0095535000 USDT;-0.5069
22/02/2021 08:01;ZILUSDT;SELL;0.1355;657;89.0235000000 USDT;-0.0089023500 USDT;0.8432
22/02/2021 08:01;ZILUSDT;SELL;0.1355;409;55.4195000000 USDT;-0.0055419500 USDT;2.7812
22/02/2021 08:03;RLCUSDT;BUY;2.135;43.2;92.2320000000 USDT;-0.0092232000 USDT;-0.88
22/02/2021 10:01;EOSUSDT;SELL;5.096;18.8;95.8048000000 USDT;-0.0287414400 USDT;-0.047
22/02/2021 10:01;QTUMUSDT;SELL;6.654;23.8;158.3652000000 USDT;-0.0475095600 USDT;-1.4544
22/02/2021 10:01;KAVAUSDT;SELL;4.327;25.4;109.9058000000 USDT;-0.0329717400 USDT;-1.41986
22/02/2021 10:01;WAVESUSDT;SELL;11.2505;7.2;81.0036000000 USDT;-0.0243010800 USDT;-1.1502
22/02/2021 10:03;ETHUSDT;BUY;1820.85;0.045;81.9382500000 USDT;-0.0081938200 USDT;1.04984
22/02/2021 10:04;BANDUSDT;BUY;15.71;5.8;91.1180000000 USDT;-0.0091118000 USDT;2.862
22/02/2021 10:05;VETUSDT;BUY;0.04938;2727;134.6592600000 USDT;-0.0134659200 USDT;3.28141
22/02/2021 10:05;ENJUSDT;BUY;0.5685;151;85.8435000000 USDT;-0.0085843400 USDT;0.21
22/02/2021 10:05;IOTAUSDT;BUY;1.29;64.7;83.4630000000 USDT;-0.0083462900 USDT;2.5536
22/02/2021 10:05;BATUSDT;BUY;0.5545;192.9;106.9630500000 USDT;-0.0106963000 USDT;2.19225
22/02/2021 10:05;TOMOUSDT;BUY;1.854;18;33.3720000000 USDT;-0.0033372000 USDT;1.1278
22/02/2021 10:12;FTMUSDT;BUY;0.3641;146;53.1586000000 USDT;-0.0053158600 USDT;-0.24679
22/02/2021 12:00;VETUSDT;SELL;0.049767;2860;142.3336200000 USDT;-0.0427000800 USDT;0.55341
22/02/2021 12:01;ADAUSDT;BUY;1.004;133;133.5320000000 USDT;-0.0133532000 USDT;4.588
22/02/2021 12:01;ALGOUSDT;BUY;1.161;110.2;127.9422000000 USDT;-0.0127942200 USDT;5.45832
22/02/2021 12:01;KAVAUSDT;BUY;4.216;26;109.6160000000 USDT;-0.0109616000 USDT;1.4097
22/02/2021 12:01;QTUMUSDT;BUY;6.565;24;157.5600000000 USDT;-0.0157560000 USDT;1.0591
22/02/2021 12:01;XLMUSDT;BUY;0.4763;212;100.9756000000 USDT;-0.0100975600 USDT;-0.0212
22/02/2021 12:01;KNCUSDT;BUY;1.947;33;64.2510000000 USDT;-0.0064251000 USDT;2.91
22/02/2021 12:01;ONTUSDT;BUY;1.265;129.3;163.5645000000 USDT;-0.0163564500 USDT;5.88
22/02/2021 12:01;LTCUSDT;BUY;208.36;0.368;76.6764800000 USDT;-0.0076676400 USDT;1.8165
22/02/2021 12:02;LINKUSDT;BUY;31;2.89;89.5900000000 USDT;-0.0089590000 USDT;4.22475
22/02/2021 12:04;STORJUSDT;BUY;0.7755;72;55.8360000000 USDT;-0.0055836000 USDT;0.7
22/02/2021 12:04;ZECUSDT;BUY;149.91;0.667;99.9899700000 USDT;-0.0099989900 USDT;2.35002
22/02/2021 14:01;XRPUSDT;SELL;0.5722;217.5;124.4535000000 USDT;-0.0373360500 USDT;5.48352
22/02/2021 14:01;DOGEUSDT;SELL;0.053699;1583;85.0055170000 USDT;-0.0255016500 USDT;-2.425549
22/02/2021 14:01;DOGEUSDT;SELL;0.053686;95;5.1001700000 USDT;-0.0015300500 USDT;0
22/02/2021 14:01;BANDUSDT;SELL;14.7323;6.2;91.3402600000 USDT;-0.0274020700 USDT;-3.03087
22/02/2021 14:01;FTMUSDT;SELL;0.363229;6;2.1793740000 USDT;-0.0006538100 USDT;0
22/02/2021 14:01;FTMUSDT;SELL;0.363243;138;50.1275340000 USDT;-0.0150382600 USDT;-0.061704
22/02/2021 14:01;LRCUSDT;SELL;0.63896;99;63.2570400000 USDT;-0.0189771100 USDT;-6.8055
22/02/2021 14:01;THETAUSDT;BUY;3.108;30.8;95.7264000000 USDT;-0.0095726400 USDT;5.0508
22/02/2021 14:01;SNXUSDT;BUY;19.34;4.5;87.0300000000 USDT;-0.0087030000 USDT;5.628
22/02/2021 14:06;MATICUSDT;BUY;0.1374;1355;186.1770000000 USDT;-0.0186177000 USDT;19.332
22/02/2021 14:06;COMPUSDT;BUY;415.35;0.17;70.6095000000 USDT;-0.0070609500 USDT;3.10752
22/02/2021 14:07;VETUSDT;BUY;0.04615;3079;142.0958500000 USDT;-0.0142095800 USDT;5.17231
22/02/2021 14:07;WAVESUSDT;BUY;10.3;7.8;80.3400000000 USDT;-0.0080340000 USDT;3.4218
22/02/2021 14:07;OMGUSDT;BUY;5.358;15.4;82.5132000000 USDT;-0.0082513200 USDT;4.2228
22/02/2021 14:08;XTZUSDT;BUY;4.041;18.7;75.5667000000 USDT;-0.0075566700 USDT;4.2662
22/02/2021 14:09;ZILUSDT;BUY;0.1144;1263;144.4872000000 USDT;-0.0144487200 USDT;11.2463
22/02/2021 16:01;EOSUSDT;BUY;4.556;20.9;95.2204000000 USDT;-0.0285661200 USDT;5.076
22/02/2021 16:01;ETCUSDT;BUY;13.422;6.07;81.4715400000 USDT;-0.0244414600 USDT;6.04998
22/02/2021 16:01;DASHUSDT;BUY;263.42;0.239;62.9573800000 USDT;-0.0188872100 USDT;1.63467
22/02/2021 16:01;ATOMUSDT;BUY;19.3;6.89;132.9770000000 USDT;-0.0398931000 USDT;4.0625
22/02/2021 16:01;XRPUSDT;BUY;0.5514;223.9;123.4584600000 USDT;-0.0370375300 USDT;2.26096
22/02/2021 16:01;DASHUSDT;BUY;263.37;0.113;29.7608100000 USDT;-0.0089282400 USDT;4.51096
22/02/2021 16:01;SXPUSDT;BUY;2.6853;33.4;89.6890200000 USDT;-0.0269067000 USDT;3.42085
22/02/2021 16:01;BCHUSDT;BUY;603.54;0.124;74.8389600000 USDT;-0.0224516800 USDT;4.0271
22/02/2021 16:01;BANDUSDT;BUY;14.5308;6.2;90.0909600000 USDT;-0.0270272800 USDT;0.62465
22/02/2021 16:01;RENUSDT;BUY;1.27503;36;45.9010800000 USDT;-0.0137703200 USDT;1.06573
22/02/2021 16:01;ZRXUSDT;SELL;1.538;45.8;70.4404000000 USDT;-0.0070440400 USDT;-5.35631
22/02/2021 16:06;STORJUSDT;SELL;0.7231;74;53.5094000000 USDT;-0.0053509400 USDT;-1.9388
22/02/2021 16:06;XTZUSDT;SELL;4.078;20.8;84.8224000000 USDT;-0.0084822400 USDT;0.3848
22/02/2021 16:12;IOSTUSDT;SELL;0.05871;1780;104.5038000000 USDT;-0.0104503800 USDT;-2.8658
22/02/2021 18:01;ETCUSDT;SELL;13.094;6.94;90.8723600000 USDT;-0.0272617000 USDT;-1.13488
22/02/2021 18:01;LINKUSDT;SELL;29.062;3.16;91.8359200000 USDT;-0.0275507700 USDT;-3.06204
22/02/2021 18:01;ETHUSDT;SELL;1690.16;0.046;77.7473600000 USDT;-0.0233242000 USDT;-3.00587
22/02/2021 18:01;VETUSDT;SELL;0.046228;333;15.3939240000 USDT;-0.0046181700 USDT;0.025974
22/02/2021 18:01;ONTUSDT;SELL;1.1472;138.6;159.0019200000 USDT;-0.0477005700 USDT;-8.16354
22/02/2021 18:01;VETUSDT;SELL;0.046227;2159;99.8040930000 USDT;-0.0299412200 USDT;0.101332
22/02/2021 18:01;ZECUSDT;SELL;138.14;0.698;96.4217200000 USDT;-0.0289265100 USDT;-4.10773
22/02/2021 18:01;VETUSDT;SELL;0.046221;806;37.2541260000 USDT;-0.0111762300 USDT;0
22/02/2021 18:01;DASHUSDT;SELL;258.85;0.01;2.5885000000 USDT;-0.0007765500 USDT;0
22/02/2021 18:01;XRPUSDT;SELL;0.5837;230.7;134.6595900000 USDT;-0.0403978700 USDT;3.72096
22/02/2021 18:01;DASHUSDT;SELL;258.85;0.024;6.2124000000 USDT;-0.0018637200 USDT;0
22/02/2021 18:01;DASHUSDT;SELL;258.87;0.363;93.9698100000 USDT;-0.0281909400 USDT;-0.9009
22/02/2021 18:01;NEOUSDT;SELL;45.465;2.25;102.2962500000 USDT;-0.0306888700 USDT;-6.39968
22/02/2021 18:01;THETAUSDT;SELL;3.1182;34;106.0188000000 USDT;-0.0318056400 USDT;0.1734
22/02/2021 18:01;QTUMUSDT;SELL;6.052;6.1;36.9172000000 USDT;-0.0110751600 USDT;0
22/02/2021 18:01;QTUMUSDT;SELL;6.053;18.1;109.5593000000 USDT;-0.0328677900 USDT;-6.1952
22/02/2021 18:01;KNCUSDT;SELL;1.8587;36;66.9132000000 USDT;-0.0200739500 USDT;-1.5894
22/02/2021 18:01;IOTAUSDT;SELL;1.2459;68.7;85.5933300000 USDT;-0.0256779900 USDT;-1.51263
22/02/2021 18:01;ALGOUSDT;SELL;1.0982;61.9;67.9785800000 USDT;-0.0203935700 USDT;-3.75544
22/02/2021 18:01;COMPUSDT;SELL;414.55;0.184;76.2772000000 USDT;-0.0228831600 USDT;-0.0736
22/02/2021 18:01;ALGOUSDT;SELL;1.0979;57.7;63.3488300000 USDT;-0.0190046400 USDT;0
22/02/2021 18:01;WAVESUSDT;SELL;10.0811;8.4;84.6812400000 USDT;-0.0254043700 USDT;-0.91938
22/02/2021 18:01;BANDUSDT;SELL;14.1141;6.3;88.9188300000 USDT;-0.0266756400 USDT;-1.29177
22/02/2021 18:01;RLCUSDT;SELL;1.7414;42.4;73.8353600000 USDT;-0.0221506000 USDT;-8.34432
22/02/2021 18:01;SNXUSDT;SELL;20.106;5;100.5300000000 USDT;-0.0301590000 USDT;1.915
22/02/2021 20:01;TOMOUSDT;SELL;2.1449;18;38.6082000000 USDT;-0.0115824600 USDT;2.909
22/02/2021 20:01;TOMOUSDT;SELL;2.1408;2;4.2816000000 USDT;-0.0012844800 USDT;0
22/02/2021 20:01;MATICUSDT;SELL;0.14868;1636;243.2404800000 USDT;-0.0729721400 USDT;9.22704
22/02/2021 20:01;ZILUSDT;SELL;0.1209;1460;176.5140000000 USDT;-0.0176514000 USDT;4.745
22/02/2021 20:03;WAVESUSDT;BUY;10.42;8.1;84.4020000000 USDT;-0.0084402000 USDT;-1.42338
22/02/2021 20:12;XRPUSDT;BUY;0.5838;230.1;134.3323800000 USDT;-0.0134332300 USDT;-0.01155
22/02/2021 20:59;COMPUSDT;BUY;428.98;0.178;76.3584400000 USDT;-0.0076358400 USDT;-1.32756
22/02/2021 22:00;KNCUSDT;BUY;1.96795;11;21.6474500000 USDT;-0.0064942300 USDT;-1.20175
22/02/2021 22:00;KNCUSDT;BUY;1.96809;22;43.2979800000 USDT;-0.0129893900 USDT;-0.76573
22/02/2021 22:01;FTMUSDT;BUY;0.44897;115;51.6315500000 USDT;-0.0154894600 USDT;-6.172428
